"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|CP002688.1_cds_AED97805.1_47379",1955.31467906943,-0.102857950328218,0.0478978420471513,32.085153465164,1.57155886131633e-05,7.44387785618055e-05
"lcl|CP002684.1_cds_AEE34682.1_10213",222.184794745446,0.0084136011379555,0.108745489737274,32.0775809821537,1.57682198868463e-05,7.46749697588649e-05
"lcl|CP002688.1_cds_AED97168.2_46497",381.116474491225,0.313472814087945,0.0848536876238969,32.0737501078162,1.57949122516663e-05,7.47882584321135e-05
"lcl|CP002688.1_cds_AED93470.1_41561",686.903411380375,-0.208999056207648,0.131829913218717,32.0559279938051,1.59196813744618e-05,7.53658153318523e-05
"lcl|CP002688.1_cds_AED97067.1_46360",384.237632188271,-0.497287501428048,0.0689556059315794,32.0478141440063,1.59768080052869e-05,7.56229975968288e-05
"lcl|CP002686.1_cds_AEE73852.1_20627",3348.89536982908,0.0243509673350618,0.0791829718860106,32.042262542379,1.60160118216455e-05,7.57952705318194e-05
"lcl|CP002686.1_cds_AEE75085.1_22325",1581.92595093928,0.408879332655629,0.134665349051903,32.0312908631732,1.60937713270622e-05,7.6149914671817e-05
"lcl|CP002686.1_cds_ANM65329.1_23971",787.24901612196,0.046385747111915,0.0484529699705189,32.0306460611692,1.60983528525865e-05,7.61582434109216e-05
"lcl|CP002684.1_cds_AEE28873.1_2387",236.594782255051,-0.43609696266412,0.0918265415303236,32.0148210230056,1.62112009415868e-05,7.66786679896957e-05
"lcl|CP002684.1_cds_AEE27606.1_572",274.344474246383,0.416589374939744,0.106103064362952,32.0059273920508,1.62749650738735e-05,7.69667847239211e-05
"lcl|CP002687.1_cds_AEE82664.1_30905",19.7780271337552,-0.392747865522967,0.438492005014285,31.9983693729707,1.63293487098752e-05,7.72104465010283e-05
"lcl|CP002684.1_cds_AEE28978.1_2516",636.280946270003,0.00269598501288389,0.0793676823051164,31.9890783786977,1.63964488184317e-05,7.75141400008311e-05
"lcl|CP002684.1_cds_AEE35373.1_11116",221.782412592781,0.345790936469887,0.143354379903829,31.9884278075304,1.64011575071233e-05,7.75228236293618e-05
"lcl|CP002686.1_cds_AEE76091.1_23684",3900.56033167135,0.0720826064281527,0.0542231299784714,31.9873157417607,1.64092094945436e-05,7.75473041133948e-05
"lcl|CP002686.1_cds_AEE79391.1_28190",951.42884186105,0.631816252651178,0.127769395035819,31.9848592640366,1.64270096772525e-05,7.76178363780421e-05
"lcl|CP002684.1_cds_AEE34974.1_10597",453.635277248156,0.301532788442299,0.0995811427775959,31.9763327400923,1.64889434024793e-05,7.78968390280936e-05
"lcl|CP002684.1_cds_AEE34124.1_9475",117.769043358149,-0.064565962283255,0.155641949096827,31.9599701773685,1.6608444369593e-05,7.8447654822886e-05
"lcl|CP002686.1_cds_AEE75908.1_23447",294.355837946048,-0.890378514773322,0.323875948692999,31.9501067650812,1.66808942692878e-05,7.87622983916662e-05
"lcl|CP002686.1_cds_AEE77293.1_25359",605.048846894942,0.190553744657724,0.0881375456613653,31.9501838596119,1.66803267725632e-05,7.87622983916662e-05
"lcl|CP002688.1_cds_AED92261.1_39913",1216.43666165579,0.0562809955759326,0.0595874825144956,31.9463003004566,1.67089376585017e-05,7.88809134581312e-05
"lcl|CP002688.1_cds_AED93871.1_42078",207.72001669964,0.0324484775550508,0.126971437217243,31.940408548172,1.67524361679686e-05,7.90724360759128e-05
"lcl|CP002684.1_cds_AEE30631.1_4725",234.387286755418,0.592107304762792,0.0976807295291683,31.9394640320915,1.67594199138157e-05,7.90915701317381e-05
"lcl|CP002688.1_cds_AED91776.1_39232",474.556110648641,-0.15279676793735,0.105810850928765,31.9310921732315,1.68214476643345e-05,7.93704174534253e-05
"lcl|CP002686.1_cds_AEE79110.1_27817",377.853835875089,0.5442045190125,0.104570661595618,31.9296671024678,1.68320287633401e-05,7.94064635507869e-05
"lcl|CP002686.1_cds_AEE74423.1_21400",848.149014772278,0.281177076053283,0.0938447936227276,31.9268373980456,1.68530587755879e-05,7.94917820353347e-05
"lcl|CP002688.1_cds_AED93456.1_41537",706.291011137432,-0.230632299121415,0.0784141051399946,31.920565772292,1.68997615898716e-05,7.96981419212077e-05
"lcl|CP002684.1_cds_AEE32102.1_6689",238.700610775424,0.193053295901144,0.0891243501855604,31.9144339712597,1.69455471883898e-05,7.99001049438242e-05
"lcl|CP002684.1_cds_ANM58523.1_10587",4515.58288910976,0.106091413023349,0.0457043374494392,31.9111259599448,1.69702988407234e-05,8.0002837391982e-05
"lcl|CP002684.1_cds_AEE32595.1_7367",371.313003842281,0.172411348061378,0.301504118105348,31.8979706827284,1.70690861539364e-05,8.04544982782189e-05
"lcl|CP002684.1_cds_AEE32451.1_7168",813.661328389857,-0.191303887757617,0.0850780359680638,31.8974385288847,1.70730942446076e-05,8.04593411380827e-05
"lcl|CP002684.1_cds_ANM59414.1_1635",663.470488081433,-0.0957829248593828,0.122380730591081,31.8843260280746,1.71721505452355e-05,8.09120320855451e-05
"lcl|CP002688.1_cds_AED96452.1_45546",772.046883710961,0.0875764427910317,0.0872010149022181,31.8797065344847,1.72071832884865e-05,8.10629503820949e-05
"lcl|CP002688.1_cds_AED90562.1_37538",781.615424630992,-0.325598887743293,0.101875523112229,31.8777364155723,1.7222145570905e-05,8.11192806737061e-05
"lcl|CP002688.1_cds_AED93993.1_42218",43621.0301203583,-0.0793646813765367,0.0716014673119962,31.8681893224101,1.72948348590172e-05,8.144744804332e-05
"lcl|CP002687.1_cds_AEE83307.1_31788",457.64500383893,0.401896166753024,0.12878231863874,31.8552656724649,1.73937170760283e-05,8.18874901221323e-05
"lcl|CP002688.1_cds_AED96982.1_46257",3421.19020436534,-0.257176207711374,0.0799762179103063,31.8551842263005,1.7394342015274e-05,8.18874901221323e-05
"lcl|CP002684.1_cds_AEE27321.1_152",77.4130957862688,3.15636082890478,0.824079938751736,31.8535059219103,1.74072246583141e-05,8.19338487230221e-05
"lcl|CP002686.1_cds_AEE79716.1_28667",101.803995045587,-0.242904892496144,0.145911350239269,31.8526696927455,1.74136470719718e-05,8.19497888878671e-05
"lcl|CP002687.1_cds_AEE86808.1_36679",918.604432467137,-0.424929782070315,0.144908821417795,31.8408214827402,1.7504896556643e-05,8.23648557870005e-05
"lcl|CP002684.1_cds_AEE29160.1_2747",497.03889561221,-0.173471621590074,0.0800309272103881,31.835993793502,1.75422129537828e-05,8.25260537599187e-05
"lcl|CP002686.1_cds_AEE73844.1_20615",519.553142957065,-0.379524557239607,0.11372080322445,31.8316546505254,1.7575820327188e-05,8.26697497668782e-05
"lcl|CP002686.1_cds_AEE73718.2_20426",1201.55680924093,0.207515603238522,0.0803293130670359,31.8254491320367,1.76239939997241e-05,8.28818979143818e-05
"lcl|CP002686.1_cds_ANM65375.1_24846",226.764777947047,0.134934268786693,0.138770444359805,31.8231023756732,1.76422460401897e-05,8.29532815901203e-05
"lcl|CP002688.1_cds_AED90416.1_37346",470.50344439441,0.154436887489966,0.101472153321299,31.8124433195679,1.77253835709017e-05,8.33296767873427e-05
"lcl|CP002688.1_cds_AED98329.1_48090",2068.37035118359,-1.06178710824462,0.127371683508008,31.792817016334,1.78794799811275e-05,8.4039471114497e-05
"lcl|CP002687.1_cds_AEE86151.1_35790",34.3283288814879,0.179017279455165,0.340719991887593,31.7875015734969,1.79214423110431e-05,8.42220427827814e-05
"lcl|CP002684.1_cds_AEE30381.1_4405",151.196160533855,0.0126666373575886,0.168581781477055,31.7865606909831,1.79288801923523e-05,8.42423310552405e-05
"lcl|CP002684.1_cds_AEE32225.1_6842",33.6040999718745,1.49187943392025,0.475102681080914,31.7856218841868,1.79363047139376e-05,8.42625495036602e-05
"lcl|CP002688.1_cds_AED90946.1_38064",10.1694760998242,0.7562344752147,0.902373422950491,31.7844145344418,1.79458574777123e-05,8.42927573957483e-05
"lcl|CP002688.1_cds_AED93087.1_41026",393.276146746387,-0.0557938604628119,0.0866123806678759,31.7736238636724,1.80314593960509e-05,8.46653704882584e-05
"lcl|CP002687.1_cds_AEE85481.1_34877",661.502528663032,0.00164781187912178,0.103957460609559,31.773804655391,1.80300218553964e-05,8.46653704882584e-05
"lcl|CP002685.1_cds_AEC07251.1_15189",1409.78533243394,-0.173194841940079,0.099268324008283,31.769605455011,1.80634405612793e-05,8.48007851323778e-05
"lcl|CP002684.1_cds_AEE32445.1_7158",267.754618862679,0.129252034839128,0.113748010475161,31.7612196510887,1.81303615375446e-05,8.51001529028827e-05
"lcl|CP002686.1_cds_AEE77215.1_25253",169.618343382495,-0.561077271611743,0.156235449325482,31.7539547809654,1.81885357628006e-05,8.53583682859944e-05
"lcl|CP002684.1_cds_ANM58942.1_5650",29.341248383367,-0.489634136296123,0.356398902991741,31.7494014751839,1.82250911148449e-05,8.55150546765378e-05
"lcl|CP002688.1_cds_AED92479.1_40199",823.54821722086,-1.55406939272538,0.227045162612634,31.7190205653871,1.8470869107258e-05,8.66532222247693e-05
"lcl|CP002687.1_cds_AEE82450.1_30631",386.70971947378,-0.029226483100042,0.110218522609351,31.7177746083286,1.84810185699454e-05,8.66857715511915e-05
"lcl|CP002686.1_cds_AEE77478.1_25630",234.06682184876,-0.324405215456533,0.0982486248378235,31.7156770936027,1.84981172362595e-05,8.67508993529516e-05
"lcl|CP002686.1_cds_AEE79461.1_28287",703.995704523806,-0.059380087046738,0.0913393408727008,31.7085411746576,1.85564057996138e-05,8.7009139856657e-05
"lcl|CP002684.1_cds_AEE35278.1_10986",654.75961770501,-0.135975520805331,0.115139219600961,31.7071100393518,1.85681176844914e-05,8.70489351815148e-05
"lcl|CP002687.1_cds_AEE83439.1_31972",1611.32956142816,-0.00225859225381132,0.787209435921413,31.7017141428723,1.86123416337419e-05,8.72411095782651e-05
"lcl|CP002686.1_cds_AEE77519.1_25702",108.879980593729,-1.62666506337583,0.464507773634043,31.6851634375236,1.87486408623455e-05,8.78647242080127e-05
"lcl|CP002687.1_cds_AEE85033.1_34255",164.124598123827,-0.470496232402376,0.134308335647369,31.6840308727147,1.87580038965826e-05,8.78933444166554e-05
"lcl|CP002686.1_cds_AEE78026.1_26371",129.92807488083,-0.419960313013742,0.130388301003827,31.6791416999605,1.87984764185803e-05,8.80524158325797e-05
"lcl|CP002688.1_cds_AED95596.1_44402",1727.62395901155,-0.357300554058472,0.0704093139469556,31.6794721364486,1.87957383440469e-05,8.80524158325797e-05
"lcl|CP002688.1_cds_AED95039.1_43619",472.473011104091,-0.116079722512504,0.0906794064915206,31.675899286344,1.88253647996001e-05,8.81630633935472e-05
"lcl|CP002684.1_cds_AEE35526.1_11323",474.940764273514,0.0615377456648044,0.0724896313575575,31.6740306712426,1.88408779826838e-05,8.8220409412761e-05
"lcl|CP002688.1_cds_ANM70696.1_46109",34.2040066178129,0.347310194917888,1.23572613839779,31.6717802718688,1.88595775434765e-05,8.82902141438077e-05
"lcl|CP002684.1_cds_AEE28825.1_2326",1818.32055297068,0.0690856422540444,0.0673770419909371,31.6714495306572,1.8862327367835e-05,8.82902141438077e-05
"lcl|CP002688.1_cds_AED94600.1_43046",388.027480152437,-0.0685539053710389,0.128023652428122,31.6701786548723,1.8872897287406e-05,8.83243740250064e-05
"lcl|CP002684.1_cds_AEE33709.1_8871",630.711709030355,0.0656946521184591,0.164045393561993,31.6434768615204,1.90963393159812e-05,8.93545819891832e-05
"lcl|CP002686.1_cds_AEE76030.1_23605",1031.28903906322,-0.130667770709595,0.0918248642674144,31.6352477514079,1.9165727949559e-05,8.96637192842974e-05
"lcl|CP002686.1_cds_ANM65575.1_22365",711.67711747385,0.0172267160416433,0.0694997589047799,31.6337894856271,1.91780502199119e-05,8.97058200721367e-05
"lcl|CP002686.1_cds_AEE74825.1_21975",565.013147038247,0.199813044646692,0.0932102974358908,31.6134523930251,1.93507180580737e-05,9.04977968225298e-05
"lcl|CP002686.1_cds_AEE78912.1_27572",1721.87507172572,0.0425380344650564,0.0500937675189297,31.608660140319,1.93916294419988e-05,9.06734185271637e-05
"lcl|CP002685.1_cds_AEC08564.1_17002",6.98264549795385,-1.40897497845004,1.61563812940389,31.6062148926538,1.94125374961657e-05,9.07397466963631e-05
"lcl|CP002688.1_cds_AED95466.1_44228",447.901587930121,0.145793036238194,0.0897045485756719,31.6065154318812,1.94099665362912e-05,9.07397466963631e-05
"lcl|CP002687.1_cds_AEE83743.1_32428",2245.18620216699,-0.0210620073849468,0.0596854353269228,31.6038064610586,1.94331525924275e-05,9.0820381073405e-05
"lcl|CP002684.1_cds_ANM60964.1_12012",208.951533991144,0.261764423904645,0.127330601025545,31.5998559106422,1.94670145238441e-05,9.09628855905571e-05
"lcl|CP002686.1_cds_AEE74789.1_21928",7845.25069897162,-0.3908517689535,0.0571092313576083,31.59878920039,1.94761677949484e-05,9.09899054096292e-05
"lcl|CP002686.1_cds_AEE76997.1_24953",2371.05805601395,-0.469263183282467,0.118746181845637,31.5927022347817,1.95284807440092e-05,9.1203407994742e-05
"lcl|CP002688.1_cds_AED95648.1_44464",8870.39077241416,0.160825869439811,0.0824287505334138,31.5926854936689,1.95286248132773e-05,9.1203407994742e-05
"lcl|CP002685.1_cds_ANM62877.1_19605",482.597547699228,0.237729785273028,0.0844493530193362,31.5889434684743,1.95608540644199e-05,9.13381239603789e-05
"lcl|CP002685.1_cds_AEC09413.1_18136",365.385671808594,0.13199938464785,0.121438950803011,31.5871302038217,1.95764902728053e-05,9.13953266039616e-05
"lcl|CP002687.1_cds_AEE86362.1_36084",12824.0156220912,0.237505106961679,0.06800458813009,31.5857416579248,1.95884724047938e-05,9.14354528955565e-05
"lcl|CP002684.1_cds_AEE28047.1_1230",326.184711614559,0.377048226079286,0.108889591606812,31.5814942409569,1.96251696306495e-05,9.15909109629585e-05
"lcl|CP002684.1_cds_AEE28137.1_1348",982.475414173215,-0.425374226147195,0.0918401327984828,31.5780481887061,1.96549932045343e-05,9.16983903496712e-05
"lcl|CP002684.1_cds_AEE33497.1_8579",638.503743624521,-0.0161496738441728,0.0791392034837715,31.5781315705892,1.96542710530013e-05,9.16983903496712e-05
"lcl|CP002684.1_cds_ANM57887.1_10755",122.042583407398,-10.2920237966394,1.77035211492225,31.5735239349058,1.96942161825629e-05,9.18501485173484e-05
"lcl|CP002684.1_cds_ANM61134.1_10165",1076.15739529519,-0.51989486658268,0.110793299225969,31.5735111796953,1.96943268733205e-05,9.18501485173484e-05
"lcl|CP002687.1_cds_AEE86499.1_36282",355.456348058615,0.274056066997307,0.251598492402336,31.5723950298632,1.97040153003712e-05,9.18662465041267e-05
"lcl|CP002687.1_cds_ANM66134.1_36008",8992.32669466169,-0.172354211505394,0.0599585165753552,31.5723294158523,1.97045849914386e-05,9.18662465041267e-05
"lcl|CP002686.1_cds_AEE73981.1_20798",194.547583789405,-0.218751811929948,0.125203142986197,31.5685069970584,1.97378011798749e-05,9.20052158607397e-05
"lcl|CP002687.1_cds_AEE86710.1_36562",548.503904694745,0.222495164508048,0.096983835132403,31.5663389749906,1.97566655880891e-05,9.20772498074721e-05
"lcl|CP002688.1_cds_AED98015.1_47639",59.635794057761,1.47751225452215,0.953338108331492,31.5599313313054,1.98125243192929e-05,9.23216436172957e-05
"lcl|CP002684.1_cds_AEE35093.1_10763",624.81805751895,0.449749278416991,0.707580429306758,31.5540557239707,1.98638825511689e-05,9.2544985430834e-05
"lcl|CP002684.1_cds_AEE27935.1_1062",313.766138504864,0.545104595850044,0.134490450169504,31.5495811549733,1.99030828846975e-05,9.27116168057852e-05
"lcl|CP002684.1_cds_AEE27317.1_143",831.250255671528,0.168832997381009,0.115438562333829,31.5397339528807,1.9989621407754e-05,9.30962854163338e-05
"lcl|CP002684.1_cds_AEE28668.1_2102",2853.74218890585,-0.126424123249561,0.0463068665816571,31.5394003050236,1.99925600710709e-05,9.30962854163338e-05
"lcl|CP002686.1_cds_AEE79256.1_28019",1159.92367905322,0.147952536733972,0.108677147763088,31.5360565488806,2.00220344564187e-05,9.32174539697422e-05
"lcl|CP002684.1_cds_AEE32769.1_7605",3375.91667239249,-0.126468428998101,0.0806783794083041,31.526741812561,2.01043688002543e-05,9.35846406956484e-05
"lcl|CP002684.1_cds_AEE28713.1_2173",145.592566657191,-0.130055619039997,0.14920207022022,31.5263036849705,2.01082497260084e-05,9.35865677765295e-05
"lcl|CP002686.1_cds_AEE73859.1_20636",1777.66069110638,-0.0223425367916452,0.0517950774809372,31.5140984264237,2.02166625790914e-05,9.40749163351134e-05
"lcl|CP002688.1_cds_AED98224.1_47932",272.991432131596,0.438855649370046,0.174845329279416,31.5090582017851,2.02616010220093e-05,9.42677797290793e-05
"lcl|CP002686.1_cds_AEE80419.1_29617",2046.06645955308,-0.052323978049331,0.102343520110343,31.5028077140861,2.03174676332993e-05,9.45114115618269e-05
"lcl|CP002687.1_cds_AEE84627.1_33702",646.063117937521,-0.366746800661083,0.149848730367917,31.5015371551556,2.03288424921585e-05,9.45480313978855e-05
"lcl|CP002684.1_cds_AEE27374.1_235",42.5602338778621,0.40801873786725,0.310208446009972,31.4988775432579,2.03526734785323e-05,9.46425612195524e-05
"lcl|CP002684.1_cds_AEE28077.1_1268",3823.38623894955,0.179714766692229,0.10143340066037,31.4837466594447,2.04887787888906e-05,9.52590586681559e-05
"lcl|CP002685.1_cds_AEC07444.1_15430",306.857078933209,-1.28758319999007,0.150342737205647,31.475432948755,2.05639457888979e-05,9.5582145345314e-05
"lcl|CP002687.1_cds_ANM66363.1_33539",134.480578918604,-0.260044665398251,0.192843600970272,31.4752777523504,2.05653515657399e-05,9.5582145345314e-05
"lcl|CP002688.1_cds_AED95049.1_43644",3437.26364743999,0.904692730813706,0.18053536540811,31.4663386606509,2.06464832145693e-05,9.59427040616429e-05
"lcl|CP002684.1_cds_AEE28901.1_2418",25.7288990292575,-0.518183545033867,1.77123184365997,31.4547704132178,2.07519481699334e-05,9.6399602288622e-05
"lcl|CP002685.1_cds_AEC05990.1_13490",246.51123340877,-0.28422512305947,0.0986433120469084,31.4549281960921,2.07505061164857e-05,9.6399602288622e-05
"lcl|CP002688.1_cds_ANM68939.1_47795",185.761994290356,0.0860760018602726,0.121850611411577,31.4505053814805,2.07909659859679e-05,9.65642353450132e-05
"lcl|CP002686.1_cds_ANM63606.1_26508",298.988472655396,0.141033560162622,0.104738036720542,31.4384352584572,2.0901781561015e-05,9.7062221135049e-05
"lcl|CP002688.1_cds_AED92868.1_40722",7205.43594691289,-1.26216340377133,0.148766401147488,31.4301324123279,2.09783493976047e-05,9.73894943819368e-05
"lcl|CP002686.1_cds_ANM64580.1_25379",1419.58525286902,0.0550417103422179,0.0823467745731625,31.430010732237,2.09794735804609e-05,9.73894943819368e-05
"lcl|CP002686.1_cds_ANM65268.1_21625",3214.36225207321,0.365250886433572,0.094951821895629,31.4254671022098,2.10214942073066e-05,9.75677810577776e-05
"lcl|CP002684.1_cds_AEE36029.2_11998",180.580585917831,-0.318200334430032,0.183853203875019,31.4243440966954,2.10318928899893e-05,9.75992636534936e-05
"lcl|CP002688.1_cds_AED91992.1_39527",166.947852198263,0.5253312895918,0.122288478263294,31.4178916482268,2.10917394117114e-05,9.78601604812197e-05
"lcl|CP002686.1_cds_AEE76001.1_23570",571.238605131714,0.195965689397102,0.0748820335893784,31.4100324584214,2.1164861443053e-05,9.81825519494368e-05
"lcl|CP002684.1_cds_AEE35324.1_11047",518.706688539174,0.361373997364729,0.297666854532596,31.408922843551,2.11752055334267e-05,9.82136594792646e-05
"lcl|CP002688.1_cds_AED97705.1_47243",598.802518395363,0.0637906278757718,0.0918081581559083,31.408411673669,2.11799724643176e-05,9.82188930942774e-05
"lcl|CP002687.1_cds_AEE86323.1_36021",2322.75919212559,0.117138330110753,0.107754983667234,31.4035379567252,2.12254758987177e-05,9.84130017880429e-05
"lcl|CP002684.1_cds_AEE31578.1_5981",416.154697902359,0.230611898343849,0.129632349959277,31.3933176650547,2.13212123883245e-05,9.88399119372198e-05
"lcl|CP002684.1_cds_AEE32738.1_7562",774.35024300407,0.0927093825882137,0.0662989347634723,31.390285622858,2.13496966296969e-05,9.89549640834543e-05
"lcl|CP002684.1_cds_AEE33824.1_9028",432.907623163691,-0.220435386676877,0.0859447486887945,31.3827493557373,2.14206588311989e-05,9.92668265217823e-05
"lcl|CP002686.1_cds_AEE78147.1_26530",52.1596854555742,0.299068265502561,0.784142879094829,31.3812440974032,2.14348604616127e-05,9.93155893066896e-05
"lcl|CP002688.1_cds_AED96988.1_46266",1196.52938602353,-0.406408159186738,0.0725714902553028,31.3741578829553,2.15018420623856e-05,9.95917509663754e-05
"lcl|CP002687.1_cds_AEE86751.1_36608",368.893414349984,-0.130554565290308,0.115696220903616,31.3743990386857,2.14995591613106e-05,9.95917509663754e-05
"lcl|CP002686.1_cds_AEE74140.1_21007",473.135465569155,0.0110769852196592,0.0891796047715251,31.3689224291012,2.15514627454628e-05,9.9804457943219e-05
"lcl|CP002687.1_cds_AEE84460.1_33481",28.2864173588199,-0.643639107441643,0.288978375881322,31.3678772380578,2.15613824549544e-05,9.98332689518077e-05
"lcl|CP002687.1_cds_AEE86989.1_36919",633.2870649526,0.346510924366284,0.0984130041133089,31.366172770269,2.15775689399602e-05,9.98910814552024e-05
"lcl|CP002684.1_cds_AEE35232.1_10930",334.560784751211,-0.195580646833466,0.0970088915626546,31.3643788337469,2.15946180698432e-05,9.99528669714244e-05
"lcl|CP002684.1_cds_ANM58509.1_2767",8.01746883615705,0.431877360044972,2.09717773802999,31.3589567305503,2.16462295799081e-05,0.000100174579338255
"lcl|CP002688.1_cds_AED90836.1_37916",9642.55094921094,0.0661648537360485,0.0426564840777968,31.3583786106021,2.16517397501151e-05,0.000100182904150601
"lcl|CP002688.1_cds_AED91313.1_38582",158.846532473057,-0.210421048162411,0.135860482875926,31.3505719095904,2.17262831250208e-05,0.000100510588976317
"lcl|CP002688.1_cds_ANM69535.1_39562",185.410422140502,0.688601859521251,0.132141435527343,31.3448695021694,2.17808940141471e-05,0.000100745965218966
"lcl|CP002684.1_cds_ANM58627.1_8479",346.6318940094,0.985388767967042,0.330660503462397,31.344116848346,2.17881121920752e-05,0.00010075479832382
"lcl|CP002686.1_cds_ANM63816.1_26746",45.4470781574036,0.235977032729187,0.986434195117262,31.3438920354904,2.1790268675056e-05,0.00010075479832382
"lcl|CP002685.1_cds_AEC09559.1_18328",258.304140041696,0.0372686888676743,0.117697029349706,31.3422667498027,2.18058652720277e-05,0.000100809646712299
"lcl|CP002688.1_cds_AED94767.1_43278",1906.99049325745,0.114974248234922,0.155729521976399,31.3393648217785,2.18337403184301e-05,0.000100921230506114
"lcl|CP002688.1_cds_AED96280.1_45318",32.4928225829942,0.766654676908541,0.483312624846335,31.3325174749345,2.1899653887285e-05,0.000101208569942368
"lcl|CP002684.1_cds_AEE35783.1_11663",793.539358881069,0.216946112156039,0.0588537607638424,31.3317394622177,2.19071556144006e-05,0.000101225908705089
"lcl|CP002687.1_cds_AEE85978.1_35560",771.108920367152,0.266046134556097,0.123590124877564,31.3306818572133,2.19173572996733e-05,0.000101255715034636
"lcl|CP002686.1_cds_AEE76233.1_23876",295.643877464626,-0.20962995143407,0.204519349210697,31.3222521432637,2.19988389947245e-05,0.00010161476040787
"lcl|CP002688.1_cds_AED94633.1_43098",294.245136905829,-0.48418577796887,0.118600090981505,31.311696189495,2.21012962999672e-05,0.000102070554717077
"lcl|CP002688.1_cds_ANM70905.1_45116",9.67881504384668,-4.35515924352354,1.79649277840174,31.3105765076522,2.21121917568602e-05,0.000102103404769874
"lcl|CP002687.1_cds_AEE83762.1_32450",171.326360585512,0.181737697322188,0.127869191908888,31.3056254048182,2.21604340292591e-05,0.000102308663619945
"lcl|CP002687.1_cds_AEE84773.1_33897",833.169670223438,0.035204934845355,0.0877674179171028,31.2940541749174,2.2273588149435e-05,0.00010281348127665
"lcl|CP002687.1_cds_AEE82726.1_30974",397.630078333366,0.138356996133437,0.0955515749914942,31.290847379123,2.23050483266298e-05,0.00010294109668816
"lcl|CP002686.1_cds_ANM65167.1_21958",174.608019398928,-0.00744882970664704,0.12456336896256,31.2846393766811,2.23660769198746e-05,0.000103205107756427
"lcl|CP002684.1_cds_AEE30116.1_4060",24.3385181810767,-1.23025358330826,0.368444583706672,31.2758856792768,2.24524125141222e-05,0.00010358578420889
"lcl|CP002685.1_cds_AEC10775.1_20008",61.5111900362249,-2.07062988066703,0.302531472647921,31.2736552649183,2.24744632825906e-05,0.000103669798675709
"lcl|CP002684.1_cds_ANM58431.1_6450",2678.17868042682,-0.162775691924459,0.0725547088580386,31.2712603130751,2.24981646239568e-05,0.000103761396866408
"lcl|CP002684.1_cds_AEE34942.1_10554",2093.42796760463,-0.742231791501009,0.231992378761607,31.2643802329484,2.25663903216676e-05,0.000104058274742586
"lcl|CP002688.1_cds_AED94531.1_42939",264.215713672263,-0.0701636517134241,0.0919261170768984,31.2635954765539,2.25741853002363e-05,0.000104076440306504
"lcl|CP002685.1_cds_AEC08981.1_17581",292.938262209638,-0.0768461708920197,0.147812360527929,31.2552672191733,2.26570743703432e-05,0.000104440755729687
"lcl|CP002686.1_cds_AEE76174.1_23796",123.621121039046,0.00712984482134044,0.299373756443155,31.25290667132,2.26806231132639e-05,0.000104531456431525
"lcl|CP002684.1_cds_AEE34950.1_10563",1179.04294376639,0.249085012974144,0.160746858717076,31.2522573680938,2.26871047909126e-05,0.000104543480151228
"lcl|CP002685.1_cds_AEC09054.1_17670",1915.04965601672,0.0532337880043247,0.141344511671324,31.2427839907817,2.27818818839162e-05,0.000104962300661279
"lcl|CP002688.1_cds_ANM70511.1_46269",1633.39636211062,-0.0101506372074383,0.0874081876458786,31.2407042855971,2.28027408994275e-05,0.000105040475740469
"lcl|CP002684.1_cds_AEE30181.1_4147",1120.47134696228,-0.161938461381441,0.0922071995248445,31.2277940573999,2.2932651806024e-05,0.000105620884294798
"lcl|CP002688.1_cds_AED93295.1_41327",399.498937075896,0.050749715634856,0.11650128494059,31.222651523768,2.29846032187992e-05,0.000105842098138565
"lcl|CP002685.1_cds_AEC09928.1_18860",3853.52631877811,-0.611501879757787,0.344321552620554,31.2026722684318,2.31875484612771e-05,0.000106758431377062
"lcl|CP002687.1_cds_AEE83213.1_31648",2257.17336711168,-0.057401851793387,0.0523851464237709,31.1907661331356,2.33093317392188e-05,0.00010730083577225
"lcl|CP002687.1_cds_AEE86169.1_35817",4944.43962251899,-0.175560182766595,0.31327568385611,31.1812816377527,2.34067982735916e-05,0.000107731135992725
"lcl|CP002686.1_cds_AEE80355.1_29526",204.937764038307,-0.457859447447346,0.162289665991719,31.1728690867075,2.34935869010375e-05,0.00010811215220024
"lcl|CP002684.1_cds_AEE34671.1_10201",182.714131108449,-0.200685040350313,0.120864368425502,31.1697770497689,2.35255661599308e-05,0.000108240861244447
"lcl|CP002686.1_cds_AEE77029.1_24996",213.037080828435,-0.380203011237963,0.142483072954062,31.1603463197437,2.3623369673019e-05,0.000108672331450831
"lcl|CP002687.1_cds_AEE82709.1_30953",5162.47365934761,0.00686926914275943,0.047610031869424,31.1584752949603,2.36428213906672e-05,0.000108743281754928
"lcl|CP002687.1_cds_AEE84113.1_32980",1143.19208351487,0.426515836776884,0.193959705550158,31.1538648085765,2.369082109908e-05,0.000108945489735701
"lcl|CP002686.1_cds_ANM65938.1_27267",33.7387169498276,-0.0763657942254282,0.56797802725516,31.1486108739526,2.37456374401549e-05,0.000109178970713599
"lcl|CP002684.1_cds_AEE30318.1_4318",65.0986432472545,-0.150143141120369,0.262147475252485,31.1402080093646,2.38335690939693e-05,0.000109564605606711
"lcl|CP002687.1_cds_AEE86697.1_36541",514.292428505623,-0.159448525418161,0.0679424491819431,31.1324690231608,2.3914838927806e-05,0.000109919489531278
